unit,time_step,operational_setting_1,operational_setting_2,operational_setting_3,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Health_state,Operational_condition
765,5,70,10.002,0.25,20.0,489.05,604.61,1490.93,1307.22,10.52,15.49,394.49,2318.87,8774.15,1.26,45.3,372.19,2388.06,8124.21,8.6531,0.03,368,2319,100.0,28.58,17.2509,1,1
769,5,74,10.0024,0.25,20.0,489.05,604.54,1494.21,1305.73,10.52,15.49,394.58,2318.85,8775.98,1.26,45.27,371.79,2388.12,8123.98,8.6692,0.03,370,2319,100.0,28.6,17.2036,1,1
770,5,75,9.9989,0.25,20.0,489.05,605.06,1497.18,1312.84,10.52,15.49,395.08,2318.94,8772.83,1.26,45.37,371.76,2388.07,8125.53,8.6224,0.03,368,2319,100.0,28.66,17.2031,1,1
775,5,80,10.0071,0.2505,20.0,489.05,604.63,1503.08,1308.77,10.52,15.49,395.14,2318.87,8773.6,1.26,45.33,371.68,2388.08,8127.38,8.6236,0.03,369,2319,100.0,28.67,17.2332,1,1
779,5,84,10.0007,0.2505,20.0,489.05,604.42,1495.18,1309.63,10.52,15.49,394.11,2318.91,8772.19,1.26,45.45,372.57,2388.11,8123.99,8.6537,0.03,369,2319,100.0,28.57,17.1838,1,1
780,5,85,10.0012,0.25,20.0,489.05,604.75,1500.19,1296.67,10.52,15.49,394.78,2318.87,8776.53,1.26,45.43,372.02,2388.14,8126.94,8.6678,0.03,369,2319,100.0,28.8,17.1615,1,1
787,5,92,10.0011,0.2512,20.0,489.05,604.5,1493.9,1306.35,10.52,15.49,395.59,2318.94,8780.18,1.26,45.1,371.91,2388.11,8125.2,8.6485,0.03,369,2319,100.0,28.53,17.1657,1,1
788,5,93,10.0007,0.25,20.0,489.05,604.78,1499.27,1305.95,10.52,15.49,394.71,2318.93,8777.07,1.26,45.4,371.61,2388.1,8128.84,8.6763,0.03,369,2319,100.0,28.66,17.0262,1,1
794,5,99,10.0069,0.2511,20.0,489.05,604.67,1498.34,1298.64,10.52,15.49,394.95,2318.85,8772.96,1.26,45.32,371.78,2388.11,8127.41,8.6072,0.03,369,2319,100.0,28.58,17.1214,1,1
798,5,103,10.0057,0.2502,20.0,489.05,604.31,1500.15,1300.8,10.52,15.49,395.07,2318.9,8773.28,1.26,45.33,372.05,2388.18,8124.92,8.6415,0.03,369,2319,100.0,28.76,17.1535,1,1
799,5,104,10.005,0.2513,20.0,489.05,604.71,1497.92,1306.57,10.52,15.49,394.56,2318.89,8779.44,1.26,45.3,372.02,2388.12,8125.58,8.6303,0.03,368,2319,100.0,28.46,17.0323,1,1
800,5,105,10.0054,0.2505,20.0,489.05,605.13,1497.7,1296.64,10.52,15.49,395.05,2318.86,8783.65,1.26,45.42,372.38,2388.14,8125.0,8.6585,0.03,368,2319,100.0,28.45,17.0739,1,1
804,5,109,10.0033,0.25,20.0,489.05,604.59,1497.75,1310.61,10.52,15.49,394.29,2318.87,8769.05,1.26,45.45,371.47,2388.08,8128.54,8.6366,0.03,369,2319,100.0,28.5,17.1407,1,1
808,5,113,10.0056,0.25,20.0,489.05,603.92,1499.82,1302.76,10.52,15.49,395.01,2318.93,8773.32,1.26,45.29,371.64,2388.11,8120.68,8.63,0.03,369,2319,100.0,28.57,17.078,1,1
810,5,115,9.9981,0.2503,20.0,489.05,604.63,1497.53,1314.85,10.52,15.49,395.02,2318.91,8777.5,1.26,45.31,372.1,2388.09,8125.61,8.6195,0.03,369,2319,100.0,28.75,17.1095,1,1
812,5,117,10.0059,0.25,20.0,489.05,604.84,1492.35,1310.6,10.52,15.49,395.76,2318.92,8772.6,1.26,45.33,372.21,2388.12,8129.27,8.6508,0.03,368,2319,100.0,28.72,17.1254,1,1
831,5,136,10.0037,0.251,20.0,489.05,604.47,1500.4,1302.46,10.52,15.49,394.03,2318.91,8776.87,1.26,45.41,372.19,2388.09,8126.63,8.6573,0.03,367,2319,100.0,28.56,17.0721,1,1
838,5,143,10.0046,0.2519,20.0,489.05,603.88,1502.22,1307.73,10.52,15.49,394.57,2318.91,8773.06,1.26,45.29,371.59,2388.12,8121.88,8.6362,0.03,368,2319,100.0,28.67,17.1595,1,1
842,5,147,10.0033,0.25,20.0,489.05,604.26,1492.88,1306.1,10.52,15.49,395.2,2318.88,8770.14,1.26,45.24,371.86,2388.14,8126.64,8.6403,0.03,370,2319,100.0,28.53,17.0721,1,1
863,5,168,10.005,0.2516,20.0,489.05,604.8,1501.31,1304.4,10.52,15.49,394.34,2318.94,8780.65,1.26,45.4,371.77,2388.15,8125.89,8.6335,0.03,370,2319,100.0,28.62,17.1996,2,1
865,5,170,10.0023,0.25,20.0,489.05,604.55,1511.35,1305.71,10.52,15.49,395.67,2318.91,8781.29,1.26,45.29,371.67,2388.12,8127.04,8.6449,0.03,369,2319,100.0,28.64,17.1493,2,1
881,5,186,9.9988,0.2516,20.0,489.05,604.99,1501.63,1303.28,10.52,15.49,394.62,2318.95,8785.87,1.26,45.3,371.7,2388.09,8130.92,8.6428,0.03,369,2319,100.0,28.6,17.0528,2,1
897,5,202,10.0007,0.2505,20.0,489.05,605.23,1499.35,1310.68,10.52,15.49,394.06,2318.93,8778.01,1.26,45.52,371.79,2388.18,8130.73,8.629,0.03,370,2319,100.0,28.45,17.2416,2,1
902,5,207,10.0046,0.2517,20.0,489.05,605.19,1494.6,1312.24,10.52,15.49,393.78,2318.91,8779.73,1.26,45.57,372.14,2388.11,8138.11,8.6221,0.03,370,2319,100.0,28.58,17.1428,2,1
911,5,216,10.0066,0.25,20.0,489.05,604.39,1495.04,1307.02,10.52,15.5,394.62,2318.97,8781.23,1.26,45.45,371.5,2388.17,8133.58,8.6438,0.03,370,2319,100.0,28.53,17.0279,3,1
912,5,217,10.0022,0.25,20.0,489.05,604.87,1496.36,1307.42,10.52,15.49,394.37,2318.91,8780.24,1.26,45.33,371.25,2388.14,8139.23,8.6402,0.03,371,2319,100.0,28.65,17.1367,3,1
913,5,218,10.0059,0.25,20.0,489.05,604.99,1497.19,1310.93,10.52,15.49,395.13,2318.9,8779.75,1.26,45.46,371.45,2388.11,8127.64,8.6596,0.03,368,2319,100.0,28.61,17.0819,3,1
919,5,224,10.0,0.2501,20.0,489.05,605.17,1509.22,1314.38,10.52,15.49,394.9,2318.97,8786.69,1.26,45.31,371.6,2388.15,8131.84,8.6325,0.03,370,2319,100.0,28.71,17.025,3,1
926,5,231,9.9999,0.2512,20.0,489.05,604.49,1503.46,1309.49,10.52,15.49,394.2,2318.96,8792.79,1.26,45.49,371.83,2388.08,8136.56,8.6539,0.03,368,2319,100.0,28.54,17.1761,3,1
942,5,247,9.9993,0.2514,20.0,489.05,604.67,1504.39,1311.86,10.52,15.49,394.58,2318.96,8786.82,1.26,45.58,371.52,2388.16,8134.44,8.6563,0.03,371,2319,100.0,28.4,17.0952,3,1
943,5,248,10.0067,0.25,20.0,489.05,605.08,1505.55,1309.34,10.52,15.49,394.15,2318.97,8788.23,1.26,45.43,371.31,2388.24,8130.62,8.6589,0.03,370,2319,100.0,28.46,17.0928,3,1
944,5,249,10.0024,0.2517,20.0,489.05,604.95,1506.39,1316.3,10.52,15.49,394.21,2318.96,8793.8,1.26,45.36,371.15,2388.24,8138.73,8.6615,0.03,370,2319,100.0,28.6,17.0227,3,1
951,5,256,10.001,0.25,20.0,489.05,605.09,1505.74,1307.45,10.52,15.5,393.67,2318.97,8785.19,1.26,45.55,371.24,2388.17,8145.87,8.6646,0.03,370,2319,100.0,28.48,17.2371,3,1
954,5,259,9.9987,0.2513,20.0,489.05,604.38,1504.97,1309.67,10.52,15.49,394.06,2319.01,8789.36,1.26,45.58,371.53,2388.14,8145.11,8.6774,0.03,369,2319,100.0,28.71,17.1174,3,1
962,5,267,9.9983,0.25,20.0,489.05,605.16,1502.35,1311.7,10.52,15.49,393.65,2319.0,8795.71,1.26,45.76,371.02,2388.16,8144.47,8.6678,0.03,371,2319,100.0,28.63,17.0143,3,1
981,5,286,10.0061,0.25,20.0,489.05,605.4,1502.89,1321.8,10.52,15.5,393.7,2319.06,8799.94,1.26,45.89,371.31,2388.19,8143.65,8.669,0.03,371,2319,100.0,28.64,17.1055,3,1
984,5,289,10.0062,0.2505,20.0,489.05,605.49,1508.75,1315.73,10.52,15.49,393.73,2319.03,8804.74,1.26,45.79,371.21,2388.21,8142.3,8.6904,0.03,370,2319,100.0,28.44,17.0112,3,1
989,5,294,10.0008,0.2508,20.0,489.05,605.69,1505.97,1320.21,10.52,15.5,393.88,2319.01,8804.38,1.26,45.56,371.18,2388.18,8146.77,8.6773,0.03,370,2319,100.0,28.47,17.0564,3,1
996,5,301,10.0078,0.25,20.0,489.05,605.53,1510.51,1317.82,10.52,15.5,394.37,2318.99,8799.49,1.26,45.83,370.96,2388.24,8149.11,8.7154,0.03,372,2319,100.0,28.28,17.0561,3,1
997,5,302,10.0008,0.25,20.0,489.05,604.82,1507.07,1327.53,10.52,15.5,393.55,2319.05,8806.38,1.26,45.78,371.2,2388.23,8148.66,8.7217,0.03,371,2319,100.0,28.37,17.0953,3,1
999,5,304,9.9999,0.2517,20.0,489.05,605.43,1511.15,1314.05,10.52,15.5,393.78,2319.01,8803.62,1.26,45.5,370.71,2388.26,8149.34,8.6803,0.03,372,2319,100.0,28.37,16.985,3,1
1011,5,316,10.0003,0.2517,20.0,489.05,605.3,1507.5,1323.24,10.52,15.5,392.45,2319.1,8808.7,1.26,45.62,370.72,2388.3,8148.77,8.7384,0.03,371,2319,100.0,28.47,17.1004,4,1
1012,5,317,9.9995,0.2505,20.0,489.05,605.16,1505.82,1321.48,10.52,15.5,393.87,2319.15,8818.38,1.26,45.82,371.21,2388.26,8155.75,8.6836,0.03,372,2319,100.0,28.3,17.1729,4,1
1015,5,320,10.0063,0.25,20.0,489.05,605.16,1514.09,1324.13,10.52,15.5,394.1,2319.09,8812.71,1.26,45.94,370.64,2388.26,8157.98,8.7,0.03,372,2319,100.0,28.4,17.1166,4,1
1028,5,333,9.9988,0.25,20.0,489.05,605.87,1520.87,1327.13,10.52,15.5,393.16,2319.12,8819.91,1.26,45.74,370.59,2388.33,8167.95,8.7105,0.03,371,2319,100.0,28.36,17.0364,4,1
1031,5,336,10.0062,0.25,20.0,489.05,605.91,1513.69,1326.56,10.52,15.5,393.96,2319.08,8815.71,1.26,45.91,370.59,2388.31,8167.89,8.7043,0.03,372,2319,100.0,28.32,17.0254,4,1
1046,5,351,10.0034,0.2511,20.0,489.05,605.53,1510.78,1328.14,10.52,15.5,393.72,2319.21,8827.27,1.26,46.07,370.29,2388.39,8171.35,8.7643,0.03,373,2319,100.0,28.37,17.0014,4,1
1050,5,355,10.0069,0.25,20.0,489.05,605.64,1509.87,1326.18,10.52,15.5,392.69,2319.15,8835.9,1.26,46.03,370.73,2388.37,8173.19,8.7506,0.03,374,2319,100.0,28.5,16.8893,4,1
1055,6,3,10.0079,0.25,20.0,489.05,604.23,1497.05,1297.41,10.52,15.49,394.94,2318.86,8785.08,1.26,45.06,372.35,2388.06,8136.52,8.6265,0.03,369,2319,100.0,28.58,17.1486,1,1
1061,6,9,9.9981,0.25,20.0,489.05,604.69,1491.81,1302.29,10.52,15.49,394.45,2318.82,8790.27,1.26,45.3,371.85,2388.01,8138.31,8.6336,0.03,369,2319,100.0,28.52,17.2251,1,1
1089,6,37,10.0059,0.25,20.0,489.05,604.11,1502.14,1299.26,10.52,15.49,394.68,2318.84,8779.52,1.26,45.05,372.1,2387.99,8131.86,8.596,0.03,368,2319,100.0,28.67,17.097,2,1
1101,6,49,10.0021,0.25,20.0,489.05,604.22,1497.84,1296.69,10.52,15.49,396.07,2318.92,8786.54,1.26,45.13,372.05,2388.05,8134.02,8.6214,0.03,369,2319,100.0,28.5,17.2172,2,1
1106,6,54,10.0015,0.251,20.0,489.05,604.92,1492.6,1301.69,10.52,15.49,395.3,2318.82,8784.68,1.26,45.05,372.01,2388.07,8140.0,8.6019,0.03,368,2319,100.0,28.89,17.2632,2,1
1109,6,57,10.0003,0.2505,20.0,489.05,604.44,1495.21,1306.83,10.52,15.49,395.61,2318.82,8781.62,1.26,45.39,371.42,2388.04,8133.98,8.6154,0.03,366,2319,100.0,28.56,17.0701,2,1
1122,6,70,10.0,0.252,20.0,489.05,604.79,1502.63,1297.68,10.52,15.49,395.23,2318.85,8779.79,1.26,45.16,371.89,2388.1,8130.28,8.6643,0.03,370,2319,100.0,28.47,17.1687,2,1
1123,6,71,10.0074,0.251,20.0,489.05,604.56,1502.48,1306.14,10.52,15.49,395.13,2318.89,8787.73,1.26,45.27,372.02,2388.05,8133.91,8.615,0.03,368,2319,100.0,28.84,17.1938,2,1
1124,6,72,10.006,0.25,20.0,489.05,604.99,1496.46,1300.93,10.52,15.49,395.24,2318.87,8787.31,1.26,45.13,371.58,2388.11,8137.2,8.612,0.03,368,2319,100.0,28.8,17.2924,2,1
1142,6,90,10.0017,0.2513,20.0,489.05,604.49,1491.06,1297.24,10.52,15.49,394.97,2318.86,8778.85,1.26,45.36,371.87,2388.1,8137.12,8.6354,0.03,369,2319,100.0,28.66,17.1485,3,1
1143,6,91,10.0014,0.25,20.0,489.05,604.9,1496.91,1298.41,10.52,15.49,394.8,2318.94,8787.78,1.26,45.27,371.99,2388.07,8138.57,8.6164,0.03,369,2319,100.0,28.72,17.2465,3,1
1154,6,102,10.0071,0.25,20.0,489.05,604.24,1497.77,1302.88,10.52,15.49,394.76,2318.87,8784.17,1.26,45.28,371.71,2388.06,8142.79,8.6899,0.03,369,2319,100.0,28.49,17.1912,3,1
1156,6,104,10.0045,0.2511,20.0,489.05,604.47,1496.9,1304.52,10.52,15.49,394.29,2318.87,8784.16,1.26,45.31,371.94,2388.13,8134.94,8.6498,0.03,369,2319,100.0,28.72,17.213,3,1
1166,6,114,10.006,0.251,20.0,489.05,605.01,1496.19,1305.63,10.52,15.49,395.44,2318.94,8782.65,1.26,45.21,371.86,2388.05,8135.61,8.6201,0.03,369,2319,100.0,28.77,17.0415,3,1
1180,6,128,10.0001,0.25,20.0,489.05,604.61,1499.57,1299.4,10.52,15.49,393.68,2318.88,8787.46,1.26,45.3,371.42,2388.05,8148.57,8.6684,0.03,370,2319,100.0,28.53,17.0964,3,1
1182,6,130,10.0031,0.2504,20.0,489.05,604.62,1496.95,1296.69,10.52,15.49,394.64,2318.88,8798.07,1.26,45.54,371.76,2388.1,8143.75,8.6316,0.03,369,2319,100.0,28.77,17.2689,3,1
1183,6,131,10.0004,0.251,20.0,489.05,604.56,1501.87,1300.22,10.52,15.49,394.54,2318.87,8789.42,1.26,45.26,371.49,2388.07,8148.53,8.6538,0.03,369,2319,100.0,28.52,17.2175,3,1
1184,6,132,9.9989,0.2511,20.0,489.05,604.76,1498.14,1310.68,10.52,15.49,394.47,2318.91,8792.75,1.26,45.44,371.72,2388.11,8136.12,8.6857,0.03,369,2319,100.0,28.8,17.0949,3,1
1187,6,135,10.0076,0.2511,20.0,489.05,604.62,1500.3,1307.95,10.52,15.49,394.99,2318.95,8799.85,1.26,45.38,371.91,2388.18,8141.92,8.6689,0.03,367,2319,100.0,28.56,17.0832,3,1
1202,6,150,10.0075,0.2506,20.0,489.05,604.67,1508.8,1306.11,10.52,15.49,394.58,2318.96,8793.66,1.26,45.37,371.91,2388.12,8141.54,8.6635,0.03,371,2319,100.0,28.63,17.0629,3,1
1205,6,153,10.0046,0.25,20.0,489.05,604.97,1501.29,1313.46,10.52,15.49,394.19,2318.87,8788.57,1.26,45.45,371.61,2388.16,8143.23,8.6431,0.03,369,2319,100.0,28.46,17.1166,3,1
1209,6,157,10.0031,0.251,20.0,489.05,604.9,1506.75,1311.42,10.52,15.49,394.18,2318.92,8797.27,1.26,45.35,371.41,2388.16,8142.6,8.6723,0.03,371,2319,100.0,28.53,17.2678,3,1
1218,6,166,10.0074,0.2507,20.0,489.05,605.1,1500.91,1319.15,10.52,15.5,393.88,2318.91,8803.3,1.26,45.45,371.01,2388.14,8151.95,8.6712,0.03,369,2319,100.0,28.43,17.1682,3,1
1240,6,188,10.0052,0.2512,20.0,489.05,605.03,1501.44,1317.94,10.52,15.49,394.31,2319.01,8814.35,1.26,45.85,370.93,2388.23,8156.81,8.6404,0.03,370,2319,100.0,28.33,17.0384,4,1
1242,6,190,10.0001,0.25,20.0,489.05,605.48,1500.83,1319.17,10.52,15.5,393.67,2319.04,8824.93,1.26,45.83,370.72,2388.24,8161.19,8.7108,0.03,370,2319,100.0,28.36,17.1633,4,1
1260,6,208,10.0074,0.25,20.0,489.05,605.09,1508.26,1330.32,10.52,15.5,393.34,2319.1,8840.51,1.26,45.82,370.44,2388.31,8177.53,8.7012,0.03,372,2319,100.0,28.34,16.9975,4,1
1267,6,215,10.0018,0.25,20.0,489.05,606.13,1509.6,1330.38,10.52,15.5,393.12,2319.14,8845.73,1.26,45.78,370.78,2388.43,8180.57,8.7434,0.03,373,2319,100.0,28.27,16.9757,4,1
1268,6,216,10.0,0.2508,20.0,489.05,605.84,1510.91,1330.11,10.52,15.5,393.19,2319.11,8847.43,1.26,46.1,371.01,2388.33,8185.4,8.721,0.03,371,2319,100.0,28.23,17.0295,4,1
1272,6,220,10.0027,0.251,20.0,489.05,606.44,1511.43,1334.59,10.52,15.5,392.75,2319.18,8849.45,1.26,46.11,370.42,2388.39,8200.05,8.7484,0.03,372,2319,100.0,28.36,16.9584,4,1
1286,7,9,10.0017,0.2519,20.0,489.05,603.97,1497.05,1302.28,10.52,15.49,394.91,2318.87,8783.92,1.26,45.08,371.96,2388.11,8134.08,8.6264,0.03,369,2319,100.0,28.67,17.0714,2,1
1291,7,14,9.9992,0.25,20.0,489.05,604.17,1498.92,1301.39,10.52,15.49,394.98,2318.83,8787.66,1.26,45.21,371.63,2388.06,8136.27,8.5831,0.03,369,2319,100.0,28.57,17.1864,2,1
1295,7,18,10.0074,0.2518,20.0,489.05,604.77,1495.29,1301.56,10.52,15.49,395.33,2318.88,8777.02,1.26,45.25,372.32,2388.11,8129.95,8.6009,0.03,369,2319,100.0,28.55,17.235,2,1
1304,7,27,9.9988,0.2503,20.0,489.05,604.49,1495.84,1297.75,10.52,15.49,395.02,2318.88,8782.89,1.26,45.28,372.04,2388.01,8136.92,8.6125,0.03,369,2319,100.0,28.51,17.3012,3,1
1305,7,28,10.0079,0.2515,20.0,489.05,605.0,1493.81,1300.19,10.52,15.49,394.79,2318.85,8782.36,1.26,45.19,372.12,2388.03,8136.92,8.6477,0.03,369,2319,100.0,28.42,17.0885,3,1
1306,7,29,10.0063,0.25,20.0,489.05,605.01,1494.86,1303.92,10.52,15.49,394.46,2318.84,8782.32,1.26,45.21,371.54,2388.04,8136.59,8.5906,0.03,367,2319,100.0,28.73,17.2431,3,1
1314,7,37,10.0018,0.25,20.0,489.05,604.36,1488.69,1309.29,10.52,15.49,394.41,2318.85,8785.03,1.26,45.24,372.15,2388.03,8141.99,8.6568,0.03,369,2319,100.0,28.61,17.2356,3,1
1317,7,40,10.0002,0.2505,20.0,489.05,604.16,1495.14,1302.19,10.52,15.49,395.45,2318.87,8791.25,1.26,45.13,372.02,2388.05,8132.86,8.6005,0.03,370,2319,100.0,28.68,17.1952,3,1
1328,7,51,9.998,0.2501,20.0,489.05,604.69,1495.26,1300.14,10.52,15.49,394.09,2318.84,8784.79,1.26,45.26,371.61,2388.09,8131.8,8.6603,0.03,369,2319,100.0,28.65,17.1494,3,1
1359,7,82,9.9989,0.25,20.0,489.05,604.52,1496.78,1299.44,10.52,15.49,394.73,2318.87,8777.73,1.26,45.42,371.34,2388.1,8130.13,8.6418,0.03,370,2319,100.0,28.73,17.1468,3,1
1372,7,95,10.0078,0.2518,20.0,489.05,604.7,1502.54,1303.03,10.52,15.49,395.07,2318.9,8784.01,1.26,45.36,371.99,2388.09,8128.99,8.6538,0.03,368,2319,100.0,28.61,17.1638,3,1
1375,7,98,10.0043,0.2501,20.0,489.05,604.68,1499.69,1304.19,10.52,15.49,394.54,2318.87,8782.66,1.26,45.4,371.2,2388.09,8129.65,8.6665,0.03,368,2319,100.0,28.49,17.1736,3,1
1378,7,101,10.006,0.2502,20.0,489.05,604.86,1501.07,1308.47,10.52,15.49,394.15,2318.94,8777.52,1.26,45.4,371.41,2388.14,8135.79,8.6634,0.03,370,2319,100.0,28.59,17.1376,3,1
1379,7,102,10.0065,0.2517,20.0,489.05,604.67,1497.99,1313.6,10.52,15.49,395.14,2318.97,8785.27,1.26,45.24,371.52,2388.09,8133.58,8.6487,0.03,370,2319,100.0,28.56,17.3273,3,1
1380,7,103,10.0018,0.251,20.0,489.05,605.08,1490.81,1309.47,10.52,15.49,394.72,2318.93,8788.77,1.26,45.46,371.42,2388.16,8137.98,8.6126,0.03,368,2319,100.0,28.8,17.1368,3,1
1381,7,104,10.0003,0.2506,20.0,489.05,604.04,1510.91,1310.99,10.52,15.49,394.64,2318.98,8780.68,1.26,45.41,371.83,2388.08,8131.57,8.6427,0.03,371,2319,100.0,28.52,17.1365,3,1
1382,7,105,10.0038,0.25,20.0,489.05,605.02,1497.68,1299.62,10.52,15.49,394.21,2318.88,8790.7,1.26,45.29,371.94,2388.13,8135.51,8.6265,0.03,370,2319,100.0,28.58,17.1634,3,1
1400,7,123,10.005,0.2515,20.0,489.05,604.71,1506.57,1313.47,10.52,15.49,395.12,2318.99,8779.25,1.26,45.7,371.55,2388.16,8136.41,8.6887,0.03,370,2319,100.0,28.45,17.0548,4,1
1429,7,152,10.0,0.25,20.0,489.05,605.55,1503.5,1325.84,10.52,15.5,393.38,2319.09,8778.77,1.26,45.83,370.66,2388.33,8127.24,8.6822,0.03,372,2319,100.0,28.5,17.0719,4,1
1430,7,153,9.9985,0.2519,20.0,489.05,605.67,1509.94,1323.6,10.52,15.5,393.39,2319.0,8786.82,1.26,45.71,370.49,2388.31,8130.05,8.7206,0.03,372,2319,100.0,28.47,17.0872,4,1
1431,7,154,10.003,0.25,20.0,489.05,605.25,1509.8,1317.01,10.52,15.5,393.02,2319.07,8787.27,1.26,45.79,370.84,2388.29,8129.62,8.7054,0.03,372,2319,100.0,28.38,17.0668,4,1
1435,7,158,10.0061,0.252,20.0,489.05,605.18,1506.29,1319.28,10.52,15.5,393.38,2319.13,8782.27,1.26,45.85,370.94,2388.33,8126.33,8.696,0.03,371,2319,100.0,28.25,16.9427,4,1
1451,8,6,10.0042,0.25,20.0,489.05,604.61,1496.62,1305.75,10.52,15.49,395.27,2318.86,8772.78,1.26,45.04,372.02,2388.06,8128.4,8.5934,0.03,367,2319,100.0,28.81,17.1189,1,1
1459,8,14,10.0014,0.25,20.0,489.05,604.32,1496.35,1302.49,10.52,15.49,394.54,2318.83,8772.76,1.26,45.19,372.3,2388.03,8124.23,8.6454,0.03,370,2319,100.0,28.65,17.1962,1,1
1465,8,20,10.0026,0.25,20.0,489.05,603.89,1488.84,1304.35,10.52,15.49,395.27,2318.8,8769.33,1.26,45.11,372.34,2388.01,8126.49,8.6123,0.03,368,2319,100.0,28.64,17.2548,1,1
1469,8,24,10.0021,0.2504,20.0,489.05,604.13,1490.42,1301.45,10.52,15.49,395.38,2318.82,8771.42,1.26,45.1,372.05,2388.03,8130.67,8.5882,0.03,368,2319,100.0,28.75,17.1985,1,1
1470,8,25,10.0062,0.25,20.0,489.05,604.33,1500.01,1303.79,10.52,15.49,394.61,2318.84,8769.51,1.26,45.02,372.21,2388.01,8129.86,8.6033,0.03,368,2319,100.0,28.77,17.3464,1,1
1472,8,27,10.0015,0.25,20.0,489.05,603.85,1493.85,1301.85,10.52,15.49,394.77,2318.82,8768.97,1.26,45.17,371.67,2387.99,8124.68,8.6353,0.03,368,2319,100.0,28.79,17.2764,1,1
1484,8,39,9.9982,0.25,20.0,489.05,604.29,1495.54,1293.2,10.52,15.49,395.13,2318.82,8769.16,1.26,45.0,371.75,2388.03,8134.67,8.6101,0.03,368,2319,100.0,28.79,17.3375,1,1
1493,8,48,9.9993,0.25,20.0,489.05,604.31,1491.08,1298.69,10.52,15.49,395.34,2318.87,8770.68,1.26,45.19,372.23,2388.01,8126.38,8.5978,0.03,369,2319,100.0,28.67,17.168,1,1
1497,8,52,10.004,0.25,20.0,489.05,604.51,1489.37,1303.48,10.52,15.49,395.62,2318.81,8772.48,1.26,45.12,371.99,2388.08,8126.44,8.6277,0.03,367,2319,100.0,28.73,17.156,1,1
1498,8,53,9.9997,0.2504,20.0,489.05,603.93,1496.99,1296.06,10.52,15.49,395.22,2318.79,8772.95,1.26,45.09,372.14,2387.97,8125.96,8.6341,0.03,367,2319,100.0,28.76,17.1866,1,1
1507,8,62,10.0056,0.2502,20.0,489.05,604.62,1499.79,1301.3,10.52,15.49,395.6,2318.83,8772.06,1.26,45.16,372.27,2388.03,8133.99,8.6096,0.03,370,2319,100.0,28.74,17.29,1,1
1512,8,67,10.0065,0.2518,20.0,489.05,604.52,1495.7,1303.28,10.52,15.49,395.54,2318.87,8772.41,1.26,45.19,372.16,2388.04,8125.41,8.6418,0.03,369,2319,100.0,28.59,17.1956,1,1
1515,8,70,10.0007,0.2517,20.0,489.05,604.35,1502.36,1309.42,10.52,15.49,395.08,2318.86,8772.1,1.26,45.02,372.64,2387.98,8126.96,8.6414,0.03,368,2319,100.0,28.58,17.1895,1,1
1521,8,76,10.0052,0.2518,20.0,489.05,604.5,1494.69,1298.53,10.52,15.49,395.99,2318.87,8778.81,1.26,45.45,372.25,2388.04,8129.27,8.6207,0.03,370,2319,100.0,28.84,17.1354,1,1
1530,8,85,10.0013,0.2507,20.0,489.05,604.02,1496.07,1306.93,10.52,15.49,394.78,2318.79,8781.37,1.26,45.26,372.14,2388.04,8127.49,8.6091,0.03,368,2319,100.0,28.55,17.2699,2,1
1545,8,100,10.0057,0.25,20.0,489.05,604.36,1495.0,1298.04,10.52,15.49,395.26,2318.83,8776.74,1.26,45.17,371.83,2388.0,8132.98,8.6269,0.03,368,2319,100.0,28.62,17.2018,2,1
1561,8,116,10.0001,0.2503,20.0,489.05,604.3,1490.31,1302.53,10.52,15.49,395.24,2318.83,8776.73,1.26,45.03,371.98,2388.1,8130.11,8.6176,0.03,367,2319,100.0,28.6,17.035,2,1
1570,8,125,10.0018,0.25,20.0,489.05,604.24,1496.8,1299.74,10.52,15.49,394.75,2318.84,8785.1,1.26,45.21,371.02,2388.1,8127.43,8.6406,0.03,368,2319,100.0,28.77,17.1635,2,1
1576,8,131,10.0079,0.25,20.0,489.05,604.32,1489.9,1302.81,10.52,15.49,394.88,2318.86,8779.29,1.26,45.16,372.23,2388.03,8137.03,8.6293,0.03,369,2319,100.0,28.94,17.2136,3,1
1582,8,137,10.0016,0.2508,20.0,489.05,604.05,1489.57,1297.56,10.52,15.49,394.73,2318.84,8788.98,1.26,45.19,372.15,2388.03,8131.47,8.6364,0.03,369,2319,100.0,28.77,17.1961,3,1
1586,8,141,9.9994,0.25,20.0,489.05,604.45,1494.35,1311.24,10.52,15.49,394.46,2318.92,8774.59,1.26,45.26,372.53,2388.05,8135.51,8.6393,0.03,368,2319,100.0,28.72,17.1239,3,1
1593,8,148,10.0041,0.25,20.0,489.05,604.57,1497.36,1304.43,10.52,15.49,394.98,2318.91,8782.54,1.26,45.05,372.28,2388.09,8140.19,8.6543,0.03,371,2319,100.0,28.59,17.222,3,1
1600,8,155,10.0064,0.25,20.0,489.05,604.72,1499.6,1304.19,10.52,15.49,394.44,2318.85,8778.21,1.26,45.15,372.07,2388.03,8135.14,8.6667,0.03,368,2319,100.0,28.57,17.2398,3,1
