,Sensor_0,Sensor_4,Sensor_5,Sensor_7,Sensor_9,Sensor_15,Sensor_16,Sensor_17,Sensor_18
385,449.44,5.48,8.0,2222.58,1.02,0.02,337,2223,100.0
386,462.54,7.05,9.03,1915.02,0.94,0.02,311,1915,84.93
387,491.19,9.35,13.65,2323.86,1.08,0.02,367,2324,100.0
388,491.19,9.35,13.66,2323.89,1.08,0.02,364,2324,100.0
389,462.54,7.05,9.02,1915.03,0.94,0.02,306,1915,84.93
390,491.19,9.35,13.66,2323.93,1.08,0.03,365,2324,100.0
391,518.67,14.62,21.61,2388.09,1.3,0.03,394,2388,100.0
392,449.44,5.48,8.0,2222.69,1.02,0.02,335,2223,100.0
393,518.67,14.62,21.61,2388.18,1.3,0.03,393,2388,100.0
394,445.0,3.91,5.71,2211.57,1.02,0.02,330,2212,100.0
395,462.54,7.05,9.02,1915.06,0.94,0.02,308,1915,84.93
396,491.19,9.35,13.66,2323.96,1.07,0.02,366,2324,100.0
397,445.0,3.91,5.71,2211.54,1.02,0.02,330,2212,100.0
398,489.05,10.52,15.5,2318.99,1.26,0.03,369,2319,100.0
399,462.54,7.05,9.03,1915.14,0.94,0.02,307,1915,84.93
400,518.67,14.62,21.61,2388.13,1.3,0.03,395,2388,100.0
401,491.19,9.35,13.65,2323.94,1.08,0.02,367,2324,100.0
402,518.67,14.62,21.61,2388.14,1.3,0.03,393,2388,100.0
403,491.19,9.35,13.66,2323.96,1.08,0.02,365,2324,100.0
404,489.05,10.52,15.49,2319.02,1.26,0.03,372,2319,100.0
405,445.0,3.91,5.71,2211.54,1.02,0.02,331,2212,100.0
406,489.05,10.52,15.49,2318.93,1.26,0.03,371,2319,100.0
407,491.19,9.35,13.66,2323.87,1.07,0.02,366,2324,100.0
408,449.44,5.48,8.0,2222.61,1.02,0.02,334,2223,100.0
409,489.05,10.52,15.49,2319.02,1.26,0.03,369,2319,100.0
410,445.0,3.91,5.72,2211.6,1.02,0.02,330,2212,100.0
411,462.54,7.05,9.02,1915.06,0.94,0.02,308,1915,84.93
412,445.0,3.91,5.71,2211.55,1.02,0.02,332,2212,100.0
413,489.05,10.52,15.5,2318.94,1.26,0.03,369,2319,100.0
414,449.44,5.48,8.0,2222.69,1.02,0.02,334,2223,100.0
415,489.05,10.52,15.49,2318.99,1.26,0.03,370,2319,100.0
416,449.44,5.48,8.0,2222.62,1.02,0.02,335,2223,100.0
417,462.54,7.05,9.03,1915.06,0.94,0.02,308,1915,84.93
418,449.44,5.48,8.0,2222.67,1.02,0.02,333,2223,100.0
419,445.0,3.91,5.71,2211.47,1.02,0.02,332,2212,100.0
420,491.19,9.35,13.65,2323.91,1.08,0.02,363,2324,100.0
421,491.19,9.35,13.65,2323.91,1.08,0.03,365,2324,100.0
422,491.19,9.35,13.66,2323.83,1.08,0.03,366,2324,100.0
423,445.0,3.91,5.71,2211.53,1.02,0.02,330,2212,100.0
424,462.54,7.05,9.03,1915.13,0.94,0.02,306,1915,84.93
425,518.67,14.62,21.61,2388.13,1.3,0.03,393,2388,100.0
426,491.19,9.35,13.66,2323.91,1.08,0.02,365,2324,100.0
427,462.54,7.05,9.03,1915.16,0.94,0.02,308,1915,84.93
428,445.0,3.91,5.71,2211.54,1.02,0.02,330,2212,100.0
429,462.54,7.05,9.02,1915.07,0.94,0.02,307,1915,84.93
430,491.19,9.35,13.66,2323.93,1.07,0.02,366,2324,100.0
431,489.05,10.52,15.5,2319.02,1.26,0.03,368,2319,100.0
432,445.0,3.91,5.72,2211.54,1.02,0.02,330,2212,100.0
433,518.67,14.62,21.61,2388.16,1.3,0.03,393,2388,100.0
434,518.67,14.62,21.61,2388.18,1.3,0.03,393,2388,100.0
435,489.05,10.52,15.49,2318.93,1.26,0.03,370,2319,100.0
436,518.67,14.62,21.61,2388.14,1.3,0.03,393,2388,100.0
437,445.0,3.91,5.71,2211.54,1.02,0.02,331,2212,100.0
438,445.0,3.91,5.71,2211.52,1.02,0.02,332,2212,100.0
439,449.44,5.48,8.0,2222.73,1.02,0.02,334,2223,100.0
440,462.54,7.05,9.03,1915.1,0.94,0.02,307,1915,84.93
441,462.54,7.05,9.03,1915.1,0.94,0.02,307,1915,84.93
442,445.0,3.91,5.71,2211.56,1.02,0.02,330,2212,100.0
443,445.0,3.91,5.71,2211.49,1.02,0.02,330,2212,100.0
444,445.0,3.91,5.72,2211.52,1.02,0.02,330,2212,100.0
445,518.67,14.62,21.61,2388.18,1.3,0.03,393,2388,100.0
446,491.19,9.35,13.66,2323.95,1.08,0.03,366,2324,100.0
447,462.54,7.05,9.02,1915.14,0.94,0.02,308,1915,84.93
448,462.54,7.05,9.03,1915.11,0.94,0.02,306,1915,84.93
449,518.67,14.62,21.61,2388.15,1.3,0.03,394,2388,100.0
450,445.0,3.91,5.72,2211.55,1.02,0.02,329,2212,100.0
451,445.0,3.91,5.71,2211.5,1.02,0.02,333,2212,100.0
452,489.05,10.52,15.49,2319.0,1.26,0.03,370,2319,100.0
453,491.19,9.35,13.65,2324.02,1.08,0.03,367,2324,100.0
454,462.54,7.05,9.03,1915.02,0.94,0.02,308,1915,84.93
455,518.67,14.62,21.61,2388.13,1.3,0.03,394,2388,100.0
456,491.19,9.35,13.66,2323.91,1.07,0.02,365,2324,100.0
457,518.67,14.62,21.61,2388.21,1.3,0.03,394,2388,100.0
458,518.67,14.62,21.61,2388.17,1.3,0.03,393,2388,100.0
459,445.0,3.91,5.72,2211.57,1.02,0.02,329,2212,100.0
460,518.67,14.62,21.61,2388.16,1.3,0.03,395,2388,100.0
461,449.44,5.48,8.0,2222.7,1.02,0.02,335,2223,100.0
462,462.54,7.05,9.02,1915.03,0.94,0.02,308,1915,84.93
463,445.0,3.91,5.71,2211.44,1.02,0.02,332,2212,100.0
464,489.05,10.52,15.49,2319.04,1.26,0.03,371,2319,100.0
465,445.0,3.91,5.72,2211.52,1.02,0.02,332,2212,100.0
466,462.54,7.05,9.03,1915.05,0.94,0.02,308,1915,84.93
467,518.67,14.62,21.61,2388.13,1.3,0.03,393,2388,100.0
468,491.19,9.35,13.66,2323.98,1.08,0.03,366,2324,100.0
469,445.0,3.91,5.71,2211.46,1.02,0.02,331,2212,100.0
470,518.67,14.62,21.61,2388.15,1.3,0.03,394,2388,100.0
471,449.44,5.48,8.0,2222.66,1.02,0.02,334,2223,100.0
472,518.67,14.62,21.61,2388.23,1.3,0.03,395,2388,100.0
473,489.05,10.52,15.5,2319.04,1.26,0.03,370,2319,100.0
474,489.05,10.52,15.5,2319.0,1.26,0.03,370,2319,100.0
475,445.0,3.91,5.72,2211.56,1.02,0.02,332,2212,100.0
476,518.67,14.62,21.61,2388.18,1.3,0.03,393,2388,100.0
477,449.44,5.48,8.0,2222.62,1.02,0.02,335,2223,100.0
478,445.0,3.91,5.72,2211.53,1.02,0.02,332,2212,100.0
479,489.05,10.52,15.5,2319.05,1.26,0.03,371,2319,100.0
480,449.44,5.48,8.0,2222.63,1.02,0.02,335,2223,100.0
481,462.54,7.05,9.02,1915.07,0.94,0.02,309,1915,84.93
482,462.54,7.05,9.03,1915.05,0.94,0.02,308,1915,84.93
483,491.19,9.35,13.66,2323.93,1.07,0.02,365,2324,100.0
484,462.54,7.05,9.03,1915.01,0.94,0.02,309,1915,84.93
485,491.19,9.35,13.66,2324.0,1.08,0.03,365,2324,100.0
486,445.0,3.91,5.71,2211.48,1.02,0.02,331,2212,100.0
487,449.44,5.48,8.0,2222.63,1.02,0.02,335,2223,100.0
488,445.0,3.91,5.72,2211.49,1.02,0.02,331,2212,100.0
489,462.54,7.05,9.03,1915.07,0.94,0.02,307,1915,84.93
490,489.05,10.52,15.5,2319.1,1.26,0.03,370,2319,100.0
491,462.54,7.05,9.03,1915.08,0.94,0.02,309,1915,84.93
492,449.44,5.48,8.0,2222.64,1.02,0.02,334,2223,100.0
493,445.0,3.91,5.72,2211.42,1.02,0.02,330,2212,100.0
494,489.05,10.52,15.5,2319.04,1.26,0.03,370,2319,100.0
495,489.05,10.52,15.5,2319.05,1.26,0.03,369,2319,100.0
496,491.19,9.35,13.66,2323.99,1.08,0.03,367,2324,100.0
497,491.19,9.35,13.66,2324.01,1.07,0.03,367,2324,100.0
498,445.0,3.91,5.72,2211.5,1.02,0.02,331,2212,100.0
499,445.0,3.91,5.72,2211.46,1.02,0.02,331,2212,100.0
500,445.0,3.91,5.72,2211.43,1.02,0.02,332,2212,100.0
501,445.0,3.91,5.71,2211.5,1.02,0.02,332,2212,100.0
502,445.0,3.91,5.71,2211.47,1.02,0.02,332,2212,100.0
503,449.44,5.48,8.0,2222.62,1.02,0.02,336,2223,100.0
504,449.44,5.48,8.0,2222.61,1.02,0.02,336,2223,100.0
505,449.44,5.48,8.0,2222.59,1.02,0.02,336,2223,100.0
506,445.0,3.91,5.71,2211.45,1.02,0.02,331,2212,100.0
507,462.54,7.05,9.03,1914.99,0.94,0.02,310,1915,84.93
508,445.0,3.91,5.72,2211.44,1.02,0.02,331,2212,100.0
509,491.19,9.35,13.66,2323.97,1.07,0.03,368,2324,100.0
510,518.67,14.62,21.61,2388.29,1.3,0.03,395,2388,100.0
511,445.0,3.91,5.71,2211.37,1.02,0.02,332,2212,100.0
512,449.44,5.48,8.0,2222.57,1.02,0.02,336,2223,100.0
513,518.67,14.62,21.61,2388.25,1.3,0.03,394,2388,100.0
514,462.54,7.05,9.03,1915.04,0.94,0.02,309,1915,84.93
515,445.0,3.91,5.72,2211.37,1.02,0.02,334,2212,100.0
516,491.19,9.35,13.66,2324.02,1.07,0.03,366,2324,100.0
517,445.0,3.91,5.72,2211.34,1.02,0.02,331,2212,100.0
518,445.0,3.91,5.71,2211.41,1.02,0.02,333,2212,100.0
519,462.54,7.05,9.03,1915.01,0.94,0.02,310,1915,84.93
520,462.54,7.05,9.03,1915.01,0.94,0.02,308,1915,84.93
521,491.19,9.35,13.66,2323.97,1.07,0.03,369,2324,100.0
522,445.0,3.91,5.72,2211.44,1.02,0.02,333,2212,100.0
523,518.67,14.62,21.61,2388.29,1.3,0.03,395,2388,100.0
524,518.67,14.62,21.61,2388.27,1.3,0.03,395,2388,100.0
525,449.44,5.48,8.0,2222.55,1.02,0.02,336,2223,100.0
526,491.19,9.35,13.66,2324.06,1.07,0.03,368,2324,100.0
527,489.05,10.52,15.5,2319.19,1.26,0.03,371,2319,100.0
528,518.67,14.62,21.61,2388.27,1.3,0.03,395,2388,100.0
529,445.0,3.91,5.72,2211.26,1.02,0.02,334,2212,100.0
530,449.44,5.48,8.0,2222.55,1.02,0.02,336,2223,100.0
531,462.54,7.05,9.03,1914.9,0.94,0.02,308,1915,84.93
532,449.44,5.48,8.0,2222.51,1.02,0.02,335,2223,100.0
533,489.05,10.52,15.5,2319.18,1.26,0.03,373,2319,100.0
534,445.0,3.91,5.72,2211.28,1.02,0.02,334,2212,100.0
535,489.05,10.52,15.5,2319.16,1.26,0.03,373,2319,100.0
536,462.54,7.05,9.03,1914.89,0.94,0.02,310,1915,84.93
537,449.44,5.48,8.0,2222.92,1.02,0.02,332,2223,100.0
538,489.05,10.52,15.49,2318.92,1.26,0.03,369,2319,100.0
539,489.05,10.52,15.49,2318.91,1.26,0.03,369,2319,100.0
540,449.44,5.48,8.0,2222.89,1.03,0.02,332,2223,100.0
541,489.05,10.52,15.49,2318.91,1.26,0.03,369,2319,100.0
542,462.54,7.05,9.03,1915.2,0.94,0.02,308,1915,84.93
543,489.05,10.52,15.49,2318.97,1.26,0.03,367,2319,100.0
544,462.54,7.05,9.03,1915.33,0.94,0.02,306,1915,84.93
545,449.44,5.48,8.0,2222.85,1.02,0.02,334,2223,100.0
546,462.54,7.05,9.03,1915.28,0.94,0.02,306,1915,84.93
547,489.05,10.52,15.49,2318.9,1.26,0.03,367,2319,100.0
548,491.19,9.35,13.65,2323.98,1.08,0.02,366,2324,100.0
549,489.05,10.52,15.49,2318.94,1.26,0.03,369,2319,100.0
550,462.54,7.05,9.03,1915.34,0.94,0.02,307,1915,84.93
551,445.0,3.91,5.71,2211.83,1.02,0.02,332,2212,100.0
552,489.05,10.52,15.49,2318.87,1.26,0.03,368,2319,100.0
553,462.54,7.05,9.02,1915.28,0.94,0.02,308,1915,84.93
554,489.05,10.52,15.49,2318.87,1.26,0.03,369,2319,100.0
555,491.19,9.35,13.65,2323.94,1.08,0.02,364,2324,100.0
556,462.54,7.05,9.02,1915.27,0.94,0.02,306,1915,84.93
557,449.44,5.48,8.0,2222.83,1.02,0.02,335,2223,100.0
558,462.54,7.05,9.02,1915.28,0.94,0.02,306,1915,84.93
559,462.54,7.05,9.03,1915.25,0.94,0.02,304,1915,84.93
560,491.19,9.35,13.65,2323.92,1.08,0.02,364,2324,100.0
561,489.05,10.52,15.49,2318.93,1.26,0.03,370,2319,100.0
562,445.0,3.91,5.71,2211.81,1.02,0.02,329,2212,100.0
563,445.0,3.91,5.72,2211.77,1.02,0.02,332,2212,100.0
564,445.0,3.91,5.71,2211.84,1.02,0.02,330,2212,100.0
565,445.0,3.91,5.72,2211.88,1.02,0.02,330,2212,100.0
566,445.0,3.91,5.71,2211.78,1.02,0.02,331,2212,100.0
567,518.67,14.62,21.61,2388.08,1.3,0.03,392,2388,100.0
568,489.05,10.52,15.49,2318.9,1.26,0.03,369,2319,100.0
569,518.67,14.62,21.61,2388.1,1.3,0.03,390,2388,100.0
570,445.0,3.91,5.72,2211.83,1.02,0.02,330,2212,100.0
571,518.67,14.62,21.61,2388.05,1.3,0.03,392,2388,100.0
572,449.44,5.48,8.0,2222.85,1.02,0.02,333,2223,100.0
573,449.44,5.48,8.0,2222.88,1.02,0.02,331,2223,100.0
574,491.19,9.35,13.65,2323.93,1.08,0.02,363,2324,100.0
575,489.05,10.52,15.49,2318.91,1.26,0.03,369,2319,100.0
576,445.0,3.91,5.72,2211.85,1.02,0.02,332,2212,100.0
577,449.44,5.48,8.0,2222.91,1.02,0.02,332,2223,100.0
578,445.0,3.91,5.71,2211.84,1.02,0.02,330,2212,100.0
579,518.67,14.62,21.61,2388.12,1.3,0.03,391,2388,100.0
580,445.0,3.91,5.71,2211.83,1.02,0.02,330,2212,100.0
581,445.0,3.91,5.71,2211.78,1.02,0.02,330,2212,100.0
582,445.0,3.91,5.71,2211.8,1.02,0.02,327,2212,100.0
583,449.44,5.48,8.0,2222.83,1.02,0.02,336,2223,100.0
584,489.05,10.52,15.49,2318.88,1.26,0.03,369,2319,100.0
585,462.54,7.05,9.03,1915.35,0.94,0.02,308,1915,84.93
586,449.44,5.48,8.0,2222.84,1.02,0.02,336,2223,100.0
587,462.54,7.05,9.02,1915.27,0.94,0.02,308,1915,84.93
588,445.0,3.91,5.72,2211.8,1.02,0.02,331,2212,100.0
589,518.67,14.62,21.61,2388.12,1.3,0.03,392,2388,100.0
590,445.0,3.91,5.72,2211.78,1.02,0.02,329,2212,100.0
591,462.54,7.05,9.03,1915.32,0.94,0.02,307,1915,84.93
592,518.67,14.62,21.61,2388.06,1.3,0.03,391,2388,100.0
593,518.67,14.62,21.61,2388.08,1.3,0.03,393,2388,100.0
594,491.19,9.35,13.66,2323.91,1.08,0.02,365,2324,100.0
595,489.05,10.52,15.49,2318.83,1.26,0.03,369,2319,100.0
596,445.0,3.91,5.72,2211.83,1.02,0.02,329,2212,100.0
597,449.44,5.48,8.0,2222.82,1.02,0.02,332,2223,100.0
598,489.05,10.52,15.49,2318.88,1.26,0.03,370,2319,100.0
599,462.54,7.05,9.03,1915.28,0.94,0.02,307,1915,84.93
600,489.05,10.52,15.49,2318.9,1.26,0.03,370,2319,100.0
601,462.54,7.05,9.02,1915.29,0.94,0.02,307,1915,84.93
602,518.67,14.62,21.61,2388.09,1.3,0.03,394,2388,100.0
603,489.05,10.52,15.49,2318.93,1.26,0.03,368,2319,100.0
604,445.0,3.91,5.71,2211.83,1.02,0.02,332,2212,100.0
605,489.05,10.52,15.49,2318.97,1.26,0.03,370,2319,100.0
606,462.54,7.05,9.02,1915.34,0.94,0.02,307,1915,84.93
607,489.05,10.52,15.49,2318.88,1.26,0.03,368,2319,100.0
608,462.54,7.05,9.03,1915.34,0.94,0.02,305,1915,84.93
609,445.0,3.91,5.71,2211.86,1.02,0.02,330,2212,100.0
610,491.19,9.35,13.65,2323.95,1.08,0.02,365,2324,100.0
611,445.0,3.91,5.72,2211.85,1.02,0.02,329,2212,100.0
612,462.54,7.05,9.02,1915.32,0.94,0.02,305,1915,84.93
613,518.67,14.62,21.61,2388.11,1.3,0.03,391,2388,100.0
614,491.19,9.35,13.65,2323.95,1.08,0.02,366,2324,100.0
615,462.54,7.05,9.03,1915.3,0.94,0.02,307,1915,84.93
616,489.05,10.52,15.49,2318.91,1.26,0.03,370,2319,100.0
617,489.05,10.52,15.49,2318.86,1.26,0.03,369,2319,100.0
618,491.19,9.35,13.66,2323.92,1.08,0.02,366,2324,100.0
619,518.67,14.62,21.61,2388.06,1.3,0.03,393,2388,100.0
620,462.54,7.05,9.03,1915.3,0.94,0.02,308,1915,84.93
621,489.05,10.52,15.49,2318.91,1.26,0.03,369,2319,100.0
622,445.0,3.91,5.72,2211.89,1.02,0.02,330,2212,100.0
623,518.67,14.62,21.61,2388.09,1.3,0.03,392,2388,100.0
624,489.05,10.52,15.49,2318.99,1.26,0.03,370,2319,100.0
625,518.67,14.62,21.61,2388.14,1.3,0.03,394,2388,100.0
626,445.0,3.91,5.72,2211.93,1.02,0.02,331,2212,100.0
627,445.0,3.91,5.72,2211.82,1.02,0.02,330,2212,100.0
628,489.05,10.52,15.49,2318.94,1.26,0.03,370,2319,100.0
629,462.54,7.05,9.03,1915.33,0.94,0.02,307,1915,84.93
630,449.44,5.48,8.0,2223.0,1.02,0.02,334,2223,100.0
631,462.54,7.05,9.03,1915.36,0.94,0.02,307,1915,84.93
632,489.05,10.52,15.49,2318.96,1.26,0.03,369,2319,100.0
633,449.44,5.48,8.0,2222.97,1.02,0.02,333,2223,100.0
634,518.67,14.62,21.61,2388.1,1.3,0.03,394,2388,100.0
635,462.54,7.05,9.03,1915.35,0.94,0.02,309,1915,84.93
636,491.19,9.35,13.66,2323.98,1.08,0.02,366,2324,100.0
637,489.05,10.52,15.49,2318.94,1.26,0.03,368,2319,100.0
638,489.05,10.52,15.49,2318.96,1.26,0.03,368,2319,100.0
639,462.54,7.05,9.03,1915.4,0.94,0.02,307,1915,84.93
640,445.0,3.91,5.72,2211.91,1.02,0.02,331,2212,100.0
641,445.0,3.91,5.71,2211.93,1.02,0.02,331,2212,100.0
642,491.19,9.35,13.66,2323.97,1.08,0.02,366,2324,100.0
643,489.05,10.52,15.49,2318.98,1.26,0.03,371,2319,100.0
644,489.05,10.52,15.49,2318.96,1.26,0.03,369,2319,100.0
645,518.67,14.62,21.61,2388.11,1.3,0.03,393,2388,100.0
646,462.54,7.05,9.03,1915.41,0.94,0.02,308,1915,84.93
647,491.19,9.35,13.66,2324.02,1.08,0.02,364,2324,100.0
648,462.54,7.05,9.03,1915.47,0.94,0.02,309,1915,84.93
649,462.54,7.05,9.03,1915.44,0.94,0.02,307,1915,84.93
650,518.67,14.62,21.61,2388.12,1.3,0.03,394,2388,100.0
651,445.0,3.91,5.72,2212.0,1.02,0.02,331,2212,100.0
652,518.67,14.62,21.61,2388.1,1.3,0.03,393,2388,100.0
653,489.05,10.52,15.49,2318.96,1.26,0.03,371,2319,100.0
654,518.67,14.62,21.61,2388.12,1.3,0.03,394,2388,100.0
655,491.19,9.35,13.66,2324.02,1.08,0.03,365,2324,100.0
656,449.44,5.48,8.0,2223.02,1.02,0.02,337,2223,100.0
657,462.54,7.05,9.03,1915.41,0.94,0.02,309,1915,84.93
658,445.0,3.91,5.72,2212.0,1.02,0.02,332,2212,100.0
659,518.67,14.62,21.61,2388.16,1.3,0.03,394,2388,100.0
660,491.19,9.35,13.66,2324.05,1.07,0.02,367,2324,100.0
661,518.67,14.62,21.61,2388.15,1.3,0.03,394,2388,100.0
662,491.19,9.35,13.66,2324.08,1.08,0.02,367,2324,100.0
663,518.67,14.62,21.61,2388.19,1.3,0.03,395,2388,100.0
664,518.67,14.62,21.61,2388.17,1.3,0.03,395,2388,100.0
665,489.05,10.52,15.5,2318.98,1.26,0.03,372,2319,100.0
666,445.0,3.91,5.71,2212.11,1.02,0.02,334,2212,100.0
667,449.44,5.48,8.0,2223.13,1.02,0.02,336,2223,100.0
668,445.0,3.91,5.72,2212.08,1.02,0.02,331,2212,100.0
669,489.05,10.52,15.5,2319.03,1.26,0.03,371,2319,100.0
670,518.67,14.62,21.61,2388.16,1.3,0.03,395,2388,100.0
671,518.67,14.62,21.61,2388.16,1.3,0.03,393,2388,100.0
672,449.44,5.48,8.0,2223.19,1.02,0.02,335,2223,100.0
673,491.19,9.35,13.66,2324.15,1.07,0.02,367,2324,100.0
674,462.54,7.05,9.03,1915.55,0.94,0.02,308,1915,84.93
675,518.67,14.62,21.61,2388.13,1.3,0.03,395,2388,100.0
676,489.05,10.52,15.5,2319.03,1.26,0.03,371,2319,100.0
677,445.0,3.91,5.72,2212.16,1.02,0.02,333,2212,100.0
678,462.54,7.05,9.03,1915.6,0.94,0.02,310,1915,84.93
679,491.19,9.35,13.66,2324.19,1.07,0.03,368,2324,100.0
680,518.67,14.62,21.61,2388.19,1.3,0.03,395,2388,100.0
681,445.0,3.91,5.72,2212.21,1.02,0.02,333,2212,100.0
682,489.05,10.52,15.5,2319.06,1.26,0.03,373,2319,100.0
683,462.54,7.05,9.03,1915.62,0.94,0.02,309,1915,84.93
684,489.05,10.52,15.5,2319.14,1.26,0.03,373,2319,100.0
685,449.44,5.48,8.0,2223.35,1.02,0.02,337,2223,100.0
686,518.67,14.62,21.61,2388.23,1.3,0.03,396,2388,100.0
687,445.0,3.91,5.72,2212.29,1.02,0.02,331,2212,100.0
688,462.54,7.05,9.03,1915.76,0.94,0.02,308,1915,84.93
689,449.44,5.48,8.0,2223.47,1.02,0.02,336,2223,100.0
690,489.05,10.52,15.5,2319.1,1.26,0.03,373,2319,100.0
691,518.67,14.62,21.61,2388.22,1.3,0.03,394,2388,100.0
692,491.19,9.35,13.66,2324.32,1.07,0.03,367,2324,100.0
693,449.44,5.48,8.0,2223.54,1.02,0.02,339,2223,100.0
694,491.19,9.35,13.66,2324.37,1.07,0.03,369,2324,100.0
695,462.54,7.05,9.03,1915.87,0.94,0.02,309,1915,84.93
696,491.19,9.35,13.65,2323.89,1.08,0.02,365,2324,100.0
697,445.0,3.91,5.71,2211.83,1.02,0.02,331,2212,100.0
698,445.0,3.91,5.71,2211.77,1.02,0.02,329,2212,100.0
699,462.54,7.05,9.03,1915.26,0.94,0.02,309,1915,84.93
700,491.19,9.35,13.65,2323.92,1.08,0.02,363,2324,100.0
701,445.0,3.91,5.72,2211.8,1.02,0.02,331,2212,100.0
702,445.0,3.91,5.71,2211.8,1.02,0.02,329,2212,100.0
703,489.05,10.52,15.49,2318.88,1.26,0.03,368,2319,100.0
704,489.05,10.52,15.49,2318.89,1.26,0.03,368,2319,100.0
705,462.54,7.05,9.03,1915.24,0.94,0.02,307,1915,84.93
706,491.19,9.35,13.65,2323.9,1.08,0.02,364,2324,100.0
707,518.67,14.62,21.61,2388.02,1.3,0.03,392,2388,100.0
708,449.44,5.48,8.0,2222.82,1.02,0.02,332,2223,100.0
709,489.05,10.52,15.49,2318.88,1.26,0.03,368,2319,100.0
710,491.19,9.35,13.65,2323.94,1.08,0.02,364,2324,100.0
711,445.0,3.91,5.71,2211.83,1.02,0.02,331,2212,100.0
712,489.05,10.52,15.49,2318.87,1.26,0.03,368,2319,100.0
713,518.67,14.62,21.61,2388.05,1.3,0.03,391,2388,100.0
714,445.0,3.91,5.71,2211.79,1.02,0.02,329,2212,100.0
715,491.19,9.35,13.66,2323.86,1.08,0.02,365,2324,100.0
716,491.19,9.35,13.65,2323.94,1.08,0.02,365,2324,100.0
717,518.67,14.62,21.61,2388.05,1.3,0.03,392,2388,100.0
718,445.0,3.91,5.71,2211.79,1.02,0.02,331,2212,100.0
719,491.19,9.35,13.65,2323.93,1.08,0.02,365,2324,100.0
720,462.54,7.05,9.02,1915.21,0.94,0.02,306,1915,84.93
721,518.67,14.62,21.61,2388.06,1.3,0.03,392,2388,100.0
722,518.67,14.62,21.61,2388.06,1.3,0.03,393,2388,100.0
723,445.0,3.91,5.71,2211.83,1.02,0.02,330,2212,100.0
724,462.54,7.05,9.03,1915.18,0.94,0.02,307,1915,84.93
725,462.54,7.05,9.03,1915.3,0.94,0.02,307,1915,84.93
726,449.44,5.48,8.0,2222.82,1.02,0.02,334,2223,100.0
727,445.0,3.91,5.72,2211.79,1.02,0.02,331,2212,100.0
728,462.54,7.05,9.02,1915.3,0.94,0.02,306,1915,84.93
729,445.0,3.91,5.71,2211.78,1.02,0.02,328,2212,100.0
730,449.44,5.48,8.0,2222.87,1.02,0.02,334,2223,100.0
731,518.67,14.62,21.61,2388.08,1.3,0.03,393,2388,100.0
732,445.0,3.91,5.72,2211.84,1.02,0.02,330,2212,100.0
733,489.05,10.52,15.49,2318.84,1.26,0.03,369,2319,100.0
734,462.54,7.05,9.03,1915.24,0.94,0.02,307,1915,84.93
735,489.05,10.52,15.49,2318.88,1.26,0.03,370,2319,100.0
736,449.44,5.48,8.0,2222.87,1.02,0.02,333,2223,100.0
737,489.05,10.52,15.49,2318.87,1.26,0.03,366,2319,100.0
738,462.54,7.05,9.02,1915.23,0.94,0.02,306,1915,84.93
739,445.0,3.91,5.71,2211.78,1.02,0.02,330,2212,100.0
740,462.54,7.05,9.02,1915.25,0.94,0.02,306,1915,84.93
741,445.0,3.91,5.71,2211.78,1.02,0.02,329,2212,100.0
742,518.67,14.62,21.61,2388.05,1.3,0.03,392,2388,100.0
743,518.67,14.62,21.61,2388.05,1.3,0.03,390,2388,100.0
744,449.44,5.48,8.0,2222.8,1.02,0.02,332,2223,100.0
745,449.44,5.48,8.0,2222.82,1.02,0.02,333,2223,100.0
746,449.44,5.48,8.0,2222.89,1.02,0.02,331,2223,100.0
747,489.05,10.52,15.49,2318.9,1.26,0.03,368,2319,100.0
748,489.05,10.52,15.49,2318.91,1.26,0.03,369,2319,100.0
749,449.44,5.48,8.0,2222.81,1.02,0.02,334,2223,100.0
750,462.54,7.05,9.02,1915.23,0.94,0.02,306,1915,84.93
751,449.44,5.48,8.0,2222.81,1.02,0.02,334,2223,100.0
752,489.05,10.52,15.49,2318.87,1.26,0.03,369,2319,100.0
753,489.05,10.52,15.49,2318.9,1.26,0.03,369,2319,100.0
754,489.05,10.52,15.49,2318.84,1.26,0.03,369,2319,100.0
755,518.67,14.62,21.61,2388.02,1.3,0.03,393,2388,100.0
756,445.0,3.91,5.71,2211.81,1.02,0.02,329,2212,100.0
757,489.05,10.52,15.49,2318.94,1.26,0.03,370,2319,100.0
758,462.54,7.05,9.02,1915.24,0.94,0.02,306,1915,84.93
759,445.0,3.91,5.71,2211.83,1.02,0.02,329,2212,100.0
760,491.19,9.35,13.65,2323.95,1.08,0.02,364,2324,100.0
761,445.0,3.91,5.71,2211.82,1.02,0.02,331,2212,100.0
762,491.19,9.35,13.65,2323.9,1.08,0.02,364,2324,100.0
763,489.05,10.52,15.49,2318.83,1.26,0.03,370,2319,100.0
764,445.0,3.91,5.71,2211.84,1.02,0.02,331,2212,100.0
765,489.05,10.52,15.49,2318.87,1.26,0.03,368,2319,100.0
766,518.67,14.62,21.61,2388.08,1.3,0.03,392,2388,100.0
767,445.0,3.91,5.72,2211.81,1.02,0.02,331,2212,100.0
768,445.0,3.91,5.71,2211.72,1.02,0.02,330,2212,100.0
769,489.05,10.52,15.49,2318.85,1.26,0.03,370,2319,100.0
770,489.05,10.52,15.49,2318.94,1.26,0.03,368,2319,100.0
771,491.19,9.35,13.65,2323.91,1.08,0.02,365,2324,100.0
