,Sensor_1,Sensor_2,Sensor_3,Sensor_6,Sensor_8,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_19,Sensor_20,Health_state
1521,604.5,1494.69,1298.53,395.99,8778.81,45.45,372.25,2388.04,8129.27,8.6207,28.84,17.1354,1
1530,604.02,1496.07,1306.93,394.78,8781.37,45.26,372.14,2388.04,8127.49,8.6091,28.55,17.2699,2
1545,604.36,1495.0,1298.04,395.26,8776.74,45.17,371.83,2388.0,8132.98,8.6269,28.62,17.2018,2
1561,604.3,1490.31,1302.53,395.24,8776.73,45.03,371.98,2388.1,8130.11,8.6176,28.6,17.035,2
1570,604.24,1496.8,1299.74,394.75,8785.1,45.21,371.02,2388.1,8127.43,8.6406,28.77,17.1635,2
1576,604.32,1489.9,1302.81,394.88,8779.29,45.16,372.23,2388.03,8137.03,8.6293,28.94,17.2136,3
1582,604.05,1489.57,1297.56,394.73,8788.98,45.19,372.15,2388.03,8131.47,8.6364,28.77,17.1961,3
1586,604.45,1494.35,1311.24,394.46,8774.59,45.26,372.53,2388.05,8135.51,8.6393,28.72,17.1239,3
1593,604.57,1497.36,1304.43,394.98,8782.54,45.05,372.28,2388.09,8140.19,8.6543,28.59,17.222,3
1600,604.72,1499.6,1304.19,394.44,8778.21,45.15,372.07,2388.03,8135.14,8.6667,28.57,17.2398,3
1604,604.87,1495.82,1303.76,394.58,8785.56,45.29,371.04,2388.05,8137.33,8.6257,28.58,17.2522,3
1605,604.58,1490.94,1305.91,395.18,8789.63,45.29,371.81,2388.09,8135.42,8.6018,28.66,17.1801,3
1607,604.3,1502.03,1300.52,394.28,8785.72,45.42,371.7,2388.09,8136.68,8.6356,28.67,17.1983,3
1612,604.52,1499.69,1306.34,395.5,8787.73,45.28,372.05,2388.02,8139.64,8.6633,28.51,17.1152,3
1621,604.62,1503.43,1306.31,394.6,8789.84,45.2,371.92,2388.06,8149.36,8.6411,28.73,17.2023,3
1623,604.48,1495.46,1310.56,394.67,8790.45,45.39,371.68,2388.07,8143.12,8.6203,28.61,17.2205,3
1632,604.53,1508.0,1303.52,395.04,8795.77,45.34,371.31,2388.08,8151.53,8.6838,28.53,17.1171,3
1637,604.68,1497.11,1303.83,394.75,8802.16,45.58,371.5,2388.05,8146.94,8.6444,28.34,17.1195,3
1643,604.84,1499.79,1305.21,394.6,8797.36,45.35,371.16,2388.1,8150.21,8.6428,28.6,17.2194,3
1644,604.24,1497.11,1308.15,394.21,8794.72,45.57,371.83,2388.1,8148.49,8.6425,28.49,17.191,3
1646,605.16,1504.36,1309.29,394.88,8795.49,45.44,371.63,2388.12,8153.03,8.6961,28.68,17.1842,3
1653,604.72,1507.44,1307.83,393.74,8803.93,45.54,371.68,2388.2,8151.32,8.6768,28.3,17.0938,3
1655,604.64,1502.43,1311.39,394.42,8798.55,45.61,370.61,2388.12,8157.66,8.674,28.74,17.0023,3
1659,605.1,1503.88,1318.37,394.1,8807.51,45.46,371.93,2388.19,8151.34,8.6671,28.69,17.0516,3
1671,605.22,1504.96,1314.94,394.23,8808.67,45.4,371.75,2388.16,8157.29,8.6821,28.64,17.1016,4
1688,605.55,1509.55,1308.41,393.75,8826.22,45.61,371.11,2388.21,8175.39,8.7011,28.54,17.0962,4
1692,604.81,1502.35,1317.97,393.69,8838.59,45.81,371.04,2388.23,8176.91,8.7049,28.49,17.0591,4
1698,605.27,1504.19,1312.94,394.22,8842.39,45.45,370.9,2388.31,8180.44,8.7083,28.45,17.0453,4
1701,605.68,1516.31,1326.39,393.8,8843.97,45.72,371.14,2388.31,8189.47,8.726,28.38,17.1246,4
1709,605.26,1509.76,1322.74,393.07,8857.18,45.82,370.71,2388.28,8196.27,8.7263,28.29,17.0616,4
1715,605.95,1517.68,1319.35,393.35,8868.86,45.88,370.88,2388.35,8205.7,8.7453,28.47,17.0249,4
1719,605.88,1510.38,1327.82,393.12,8868.06,45.98,370.55,2388.42,8211.2,8.7635,28.28,16.9116,4
1723,604.45,1494.78,1301.88,394.46,8779.15,45.17,372.74,2388.02,8131.11,8.5808,28.6,17.2725,2
1726,604.22,1497.59,1301.89,395.12,8776.94,45.35,371.45,2388.01,8134.83,8.6298,28.37,17.1292,2
1734,604.51,1507.66,1301.27,394.65,8771.56,45.32,372.32,2388.01,8127.98,8.638,28.58,17.2408,2
1741,604.59,1506.82,1310.2,395.49,8786.95,45.27,372.27,2388.1,8136.66,8.6007,28.94,17.179000000000002,2
1746,603.95,1490.81,1304.16,394.3,8777.24,45.22,372.03,2388.03,8135.19,8.5994,28.51,17.1958,2
1747,604.86,1500.97,1299.42,394.78,8782.48,45.23,371.99,2388.07,8137.63,8.6165,28.58,17.2351,2
1749,604.58,1495.44,1303.47,394.95,8780.54,45.38,371.78,2388.06,8135.28,8.658,28.69,17.0685,2
1755,604.26,1496.59,1304.2,395.25,8780.06,45.23,372.65,2388.06,8135.37,8.613999999999999,28.75,17.2229,3
1760,604.56,1499.91,1311.45,394.85,8783.42,45.23,371.92,2388.05,8133.17,8.6474,28.61,17.2597,3
1761,604.48,1501.18,1301.24,394.53,8776.35,45.33,371.88,2388.09,8142.22,8.6644,28.55,17.2145,3
1773,604.81,1500.58,1301.74,394.82,8786.07,45.39,371.78,2388.1,8131.07,8.6363,28.67,17.1689,3
1775,604.77,1498.14,1297.91,394.6,8788.57,45.21,372.14,2388.02,8135.12,8.67,28.69,17.2103,3
1776,604.37,1500.95,1306.13,394.74,8783.43,45.29,371.56,2388.08,8135.71,8.638,28.62,17.2416,3
1779,604.42,1499.5,1305.84,394.72,8773.33,45.11,372.35,2388.05,8129.89,8.6131,28.47,17.2417,3
1781,605.29,1496.74,1300.44,394.67,8779.19,45.29,371.85,2388.07,8133.36,8.6331,28.59,17.184,3
1783,604.67,1501.95,1309.4,394.47,8785.13,45.28,371.88,2388.06,8133.2,8.6385,28.68,17.1698,3
1785,604.32,1501.3,1302.35,395.27,8782.77,45.41,371.94,2388.05,8131.44,8.6415,28.52,17.1968,3
1791,604.55,1501.68,1297.62,394.23,8782.95,45.31,371.16,2388.05,8131.07,8.633,28.58,17.2125,3
1795,604.85,1496.57,1302.41,394.28,8778.24,45.25,372.41,2388.08,8132.39,8.6093,28.49,17.1162,3
1806,604.59,1499.93,1307.83,394.97,8781.66,45.41,371.73,2388.06,8134.65,8.6156,28.84,17.2169,3
1809,604.66,1503.54,1308.0,395.56,8775.24,45.26,372.13,2388.02,8134.5,8.6686,28.58,17.2389,3
1813,604.62,1497.48,1308.11,393.8,8771.12,45.54,372.1,2388.13,8131.3,8.6405,28.53,17.1538,3
1815,604.5,1502.26,1312.05,394.7,8787.3,45.39,372.35,2388.1,8130.49,8.6125,28.69,17.247,3
1823,604.68,1497.4,1310.92,394.29,8785.82,45.32,371.77,2388.12,8126.86,8.6908,28.42,17.2275,3
1831,605.34,1500.78,1301.49,394.51,8777.97,45.39,372.2,2388.08,8134.04,8.6556,28.73,17.1711,3
1833,605.22,1503.65,1309.56,393.64,8781.07,45.55,371.86,2388.15,8133.1,8.6199,28.63,17.0757,3
1836,604.41,1502.59,1297.1,394.29,8778.38,45.53,371.55,2388.18,8127.17,8.6507,28.63,17.0137,3
1840,604.75,1509.16,1302.64,393.87,8776.99,45.28,370.89,2388.18,8137.58,8.652000000000001,28.48,17.1442,3
1852,604.73,1497.97,1306.31,394.1,8783.47,45.43,371.44,2388.19,8126.85,8.6589,28.49,17.0727,4
1853,605.21,1502.4,1309.38,394.36,8770.2,45.51,371.51,2388.21,8123.24,8.6807,28.6,16.9755,4
1858,605.31,1505.38,1314.94,393.9,8777.39,45.63,371.72,2388.25,8127.86,8.6784,28.48,17.0744,4
1862,605.23,1501.55,1314.05,394.18,8772.21,45.53,371.19,2388.18,8127.42,8.6726,28.5,17.0384,4
1876,605.14,1500.76,1321.98,394.45,8765.57,45.77,370.81,2388.28,8121.69,8.689,28.39,16.9911,4
1881,605.23,1506.96,1319.52,393.17,8768.01,46.08,371.22,2388.27,8117.33,8.7203,28.28,17.0358,4
1885,605.61,1503.33,1321.11,392.98,8765.93,45.88,370.97,2388.34,8112.63,8.7305,28.27,17.0725,4
1915,603.77,1495.14,1312.3,395.0,8773.25,45.24,371.7,2388.05,8127.8,8.6305,28.81,17.1272,1
1923,604.57,1498.25,1306.97,395.03,8767.97,45.28,371.7,2388.12,8131.32,8.6773,28.63,17.1512,1
1929,604.7,1497.57,1301.19,395.49,8772.72,45.28,371.52,2388.07,8127.09,8.6368,28.5,17.0793,1
1936,604.66,1493.08,1301.08,395.17,8776.73,45.34,370.95,2388.02,8131.04,8.6447,28.61,17.1184,2
1943,604.8,1501.68,1311.14,394.24,8781.54,45.4,371.34,2388.1,8126.42,8.6432,28.65,17.1524,2
1946,604.49,1497.89,1300.3,394.77,8773.55,45.1,371.76,2388.1,8124.47,8.6693,28.55,17.180999999999997,2
1956,604.53,1501.63,1302.99,393.99,8771.97,45.34,371.9,2388.09,8128.49,8.6259,28.55,17.1357,2
1962,605.04,1501.23,1303.36,394.78,8779.41,45.29,371.61,2388.16,8125.91,8.6547,28.44,17.2274,2
1965,604.47,1501.17,1304.83,395.83,8774.61,45.37,371.86,2388.1,8125.32,8.6088,28.65,17.2247,2
1973,604.72,1496.54,1301.06,394.58,8780.37,45.25,371.33,2388.07,8132.27,8.6548,28.68,17.1463,2
1976,604.52,1495.27,1312.08,393.83,8780.96,45.35,371.09,2388.1,8126.14,8.6532,28.52,17.1835,2
1987,604.79,1496.7,1308.11,395.14,8777.74,45.34,371.52,2388.14,8137.11,8.6367,28.57,17.1575,3
1991,604.56,1495.79,1302.22,394.21,8781.32,45.26,371.4,2388.1,8125.39,8.6452,28.53,17.2075,3
1995,604.73,1498.57,1309.99,394.75,8782.09,45.4,371.57,2388.11,8129.84,8.6804,28.61,17.1631,3
2015,604.74,1504.63,1312.73,394.62,8785.27,45.29,371.15,2388.13,8136.84,8.6441,28.47,17.1049,3
2017,605.03,1502.98,1308.32,394.8,8784.26,45.41,371.97,2388.12,8135.75,8.6421,28.48,17.0675,3
2020,605.21,1501.79,1308.95,393.81,8784.61,45.21,371.07,2388.14,8133.93,8.6552,28.53,17.0975,3
2022,604.99,1497.91,1309.95,394.19,8784.16,45.47,372.05,2388.13,8134.47,8.6511,28.45,17.0144,3
2030,604.76,1506.78,1308.43,394.49,8782.88,45.49,371.59,2388.08,8137.43,8.6545,28.57,17.2004,3
2034,604.38,1503.06,1313.6,394.15,8786.97,45.52,371.42,2388.16,8135.02,8.6692,28.65,17.1988,3
2040,604.98,1504.85,1308.91,394.29,8783.1,45.4,371.89,2388.15,8136.01,8.6477,28.56,17.1063,3
2044,605.05,1498.45,1312.58,394.94,8782.09,45.46,371.37,2388.13,8138.22,8.6981,28.5,17.1195,3
2050,604.76,1502.57,1307.14,394.32,8793.72,45.4,371.82,2388.15,8141.12,8.6596,28.51,17.2137,3
2052,604.59,1502.1,1307.29,394.42,8792.13,45.47,372.0,2388.23,8137.14,8.707,28.56,17.1401,3
2072,605.03,1504.0,1313.83,394.14,8798.6,45.62,370.73,2388.18,8149.72,8.6531,28.41,17.0575,3
2081,605.05,1511.12,1320.76,393.98,8798.46,45.49,371.04,2388.26,8148.62,8.651,28.56,17.1765,4
2082,605.17,1508.0,1312.42,392.78,8796.53,45.88,370.75,2388.19,8143.47,8.6703,28.39,17.1538,4
2092,605.15,1512.63,1318.88,393.91,8816.1,45.74,370.68,2388.21,8149.5,8.7052,28.53,17.0009,4
2104,605.08,1507.1,1318.77,393.41,8818.47,45.81,371.54,2388.29,8164.8,8.7099,28.48,17.0263,4
2105,605.07,1503.95,1326.03,393.82,8828.03,45.79,371.41,2388.29,8163.94,8.7023,28.27,17.012999999999998,4
2116,605.63,1498.87,1320.81,393.17,8833.35,45.81,370.78,2388.31,8168.71,8.7061,28.3,16.9923,4
2119,605.55,1513.76,1323.13,393.49,8835.26,45.76,370.72,2388.36,8175.11,8.7475,28.4,17.0453,4
2138,605.07,1494.71,1301.35,394.77,8772.6,45.39,371.83,2388.04,8127.52,8.6408,28.86,17.2181,1
2142,604.38,1499.9,1304.75,395.29,8770.92,45.21,371.98,2388.1,8127.92,8.6368,28.44,17.2047,2
2148,604.63,1499.76,1306.39,394.63,8777.16,45.27,371.71,2388.09,8123.46,8.6268,28.71,17.1956,2
2150,604.87,1501.4,1300.98,394.56,8771.92,45.27,371.73,2388.08,8118.58,8.6804,28.62,17.3529,2
2151,604.65,1497.17,1303.48,394.87,8770.04,45.31,372.11,2388.11,8122.5,8.6471,28.54,17.119,2
2159,604.57,1501.4,1301.84,394.48,8776.25,45.41,371.48,2388.06,8125.47,8.6393,28.47,17.1399,2
2163,604.47,1498.6,1305.37,394.89,8773.21,45.26,371.51,2388.06,8119.38,8.6354,28.52,17.2094,2
2170,604.76,1494.69,1308.13,394.88,8769.65,45.36,371.71,2388.11,8125.9,8.6079,28.64,17.0619,2
2173,604.44,1494.38,1304.29,395.31,8774.11,45.38,372.12,2388.09,8127.49,8.6224,28.61,17.2979,2
2174,604.7,1491.28,1307.44,394.29,8768.32,45.33,371.02,2388.13,8122.12,8.6602,28.52,17.166,2
2200,604.8,1502.39,1309.04,394.88,8778.07,45.47,371.79,2388.14,8123.26,8.6437,28.67,17.083,3
2213,604.49,1493.82,1311.86,394.61,8768.96,45.52,371.39,2388.09,8127.64,8.6144,28.59,17.1677,3
2216,604.27,1505.96,1313.09,394.69,8773.52,45.27,372.06,2388.07,8125.72,8.6522,28.55,17.1738,3
2219,604.72,1499.45,1310.43,394.82,8770.09,45.43,371.59,2388.09,8123.77,8.6313,28.56,17.145,3
2239,604.77,1502.23,1303.39,394.89,8773.56,45.57,371.76,2388.11,8125.82,8.6889,28.52,17.045,3
2245,604.46,1500.39,1310.22,395.57,8775.84,45.51,371.29,2388.18,8129.3,8.6253,28.58,17.1514,3
2248,605.65,1497.11,1312.68,395.39,8773.32,45.49,371.67,2388.11,8123.26,8.6881,28.68,17.1435,3
2252,605.09,1500.15,1311.23,395.25,8767.56,45.25,370.8,2388.15,8126.3,8.6639,28.59,16.973,3
2257,604.49,1501.85,1312.3,394.45,8776.69,45.58,371.41,2388.17,8121.99,8.6465,28.66,17.1261,3
2267,604.43,1505.2,1315.77,394.16,8772.52,45.36,371.29,2388.2,8127.97,8.6509,28.59,17.1761,3
2268,604.1,1507.0,1311.39,394.36,8774.55,45.65,371.62,2388.15,8120.98,8.6271,28.67,17.052,3
2269,604.74,1492.47,1322.68,394.67,8775.74,45.49,371.35,2388.17,8127.34,8.6495,28.63,16.9762,3
2270,604.88,1503.67,1305.42,394.64,8783.54,45.52,371.85,2388.19,8126.48,8.6656,28.45,17.0908,3
2272,604.98,1505.1,1318.33,394.24,8776.59,45.41,371.29,2388.17,8129.2,8.657,28.5,17.0135,3
2273,604.41,1503.47,1312.91,394.73,8785.75,45.4,371.47,2388.15,8126.16,8.6361,28.45,17.2469,3
2274,604.85,1508.91,1311.47,393.85,8773.69,45.56,370.84,2388.21,8118.95,8.6845,28.57,17.0293,3
2277,604.94,1499.66,1302.87,394.35,8778.87,45.41,370.7,2388.19,8124.14,8.6828,28.49,17.0059,3
2280,604.96,1501.97,1316.81,394.75,8775.96,45.52,371.04,2388.15,8120.45,8.6229,28.54,17.0751,3
2300,605.11,1506.95,1318.04,394.0,8779.59,45.84,370.77,2388.3,8121.25,8.6804,28.3,17.1655,4
2303,605.32,1507.22,1320.52,393.71,8766.32,45.78,370.47,2388.26,8123.43,8.6868,28.34,17.0773,4
2309,605.18,1510.6,1321.22,393.26,8773.8,45.86,370.96,2388.21,8124.63,8.677999999999999,28.43,17.0585,4
2324,605.55,1510.17,1322.2,393.48,8782.91,46.01,370.48,2388.37,8118.98,8.7106,28.24,16.9775,4
2331,605.96,1510.7,1330.18,392.87,8774.82,46.01,370.85,2388.36,8129.39,8.7336,28.27,16.9745,4
2336,605.99,1513.55,1328.23,392.88,8775.73,46.15,370.58,2388.4,8126.94,8.7576,28.23,17.0146,4
2337,606.63,1509.66,1324.75,392.62,8787.38,46.06,371.13,2388.38,8122.42,8.7228,28.41,17.0117,4
2343,605.21,1492.89,1308.91,393.68,8780.18,45.47,371.73,2388.14,8126.36,8.6645,28.37,17.1169,1
2347,604.55,1494.46,1308.87,394.07,8791.56,45.49,371.46,2388.17,8132.39,8.675,28.46,16.9904,1
2348,605.2,1505.96,1313.27,394.58,8784.47,45.53,371.26,2388.14,8133.6,8.7012,28.62,17.0171,1
2354,604.93,1502.72,1316.72,394.03,8782.28,45.51,371.73,2388.18,8132.69,8.663,28.55,17.1911,1
2362,605.14,1505.78,1314.4,393.62,8786.87,45.36,371.56,2388.2,8134.83,8.6439,28.41,17.1278,1
2366,604.58,1491.24,1314.09,394.18,8783.28,45.78,370.81,2388.18,8133.12,8.6807,28.66,17.2196,1
2368,604.95,1503.91,1310.6,394.26,8790.96,45.35,371.04,2388.17,8130.84,8.6826,28.53,17.0957,1
2370,605.27,1503.28,1320.6,394.42,8776.11,45.79,371.78,2388.19,8133.73,8.658999999999999,28.56,17.1254,1
2371,605.3,1500.96,1315.8,394.8,8779.42,45.74,371.25,2388.19,8132.39,8.684,28.29,17.1468,1
2393,605.37,1500.03,1306.07,394.27,8779.86,45.44,371.58,2388.22,8129.87,8.6684,28.6,17.0046,2
2396,605.72,1505.97,1311.36,393.99,8786.06,45.44,371.66,2388.18,8130.07,8.6754,28.36,17.0634,2
2403,605.15,1497.88,1311.59,393.88,8780.48,45.36,370.74,2388.2,8133.93,8.6522,28.52,17.1805,2
2409,605.13,1502.47,1314.78,394.0,8776.69,45.66,371.29,2388.21,8128.63,8.6829,28.41,17.1082,2
2413,604.63,1506.96,1307.12,394.29,8782.4,45.72,371.67,2388.19,8125.87,8.672,28.5,17.0934,2
2430,605.08,1500.22,1320.68,394.26,8792.15,45.56,371.44,2388.18,8131.8,8.6634,28.45,17.1444,2
2432,604.28,1507.87,1308.1,394.31,8777.09,45.53,371.17,2388.21,8130.62,8.6672,28.61,17.143,2
2435,605.29,1507.05,1312.5,394.06,8779.57,45.73,370.81,2388.22,8127.8,8.6983,28.58,17.022000000000002,3
2440,605.31,1497.95,1312.98,393.8,8782.86,45.76,371.58,2388.21,8130.3,8.6919,28.52,17.0341,3
2451,604.55,1500.33,1316.46,393.39,8776.51,45.55,371.06,2388.19,8135.16,8.7093,28.48,17.0672,3
2463,604.9,1502.48,1312.85,394.2,8779.73,45.5,371.5,2388.19,8136.8,8.6849,28.35,17.0906,3
2473,605.12,1511.66,1311.58,394.22,8789.7,45.69,370.69,2388.22,8127.7,8.6801,28.26,17.057000000000002,3
2477,605.12,1499.38,1316.72,394.5,8775.04,45.63,371.41,2388.27,8128.71,8.6613,28.48,17.1577,3
2480,605.58,1508.51,1319.11,394.4,8776.85,45.62,371.3,2388.21,8130.88,8.7218,28.65,17.0115,3
2481,604.66,1506.15,1317.33,394.09,8789.2,45.65,371.13,2388.21,8132.64,8.6975,28.51,17.0625,3
2482,605.21,1505.52,1315.19,394.26,8787.64,45.38,370.89,2388.21,8134.66,8.7065,28.44,17.1475,3
2487,605.3,1502.03,1323.08,394.25,8783.05,45.53,371.34,2388.21,8127.45,8.7019,28.27,17.0405,3
2488,605.53,1508.62,1319.3,393.88,8788.42,45.65,370.89,2388.25,8131.44,8.7121,28.41,17.1175,3
2490,605.01,1499.04,1313.92,393.48,8789.21,45.78,371.14,2388.27,8129.75,8.7059,28.46,17.0421,3
2491,605.18,1504.9,1322.69,394.24,8778.26,45.71,371.72,2388.26,8135.84,8.7169,28.41,17.0311,3
2502,605.16,1509.59,1328.9,393.46,8786.3,45.81,371.24,2388.23,8134.93,8.7077,28.39,17.1456,3
2514,605.4,1506.05,1315.09,394.14,8781.47,45.84,370.6,2388.24,8129.3,8.7126,28.55,17.1619,3
2527,605.65,1499.98,1323.92,393.85,8780.19,45.82,371.06,2388.28,8124.98,8.6876,28.36,16.9629,3
2533,605.37,1502.15,1323.07,393.23,8776.13,45.77,371.43,2388.27,8130.78,8.7095,28.29,17.0409,4
2537,605.69,1509.95,1319.87,393.04,8787.82,45.68,371.08,2388.32,8131.18,8.729,28.49,17.0906,4
2557,605.18,1510.79,1322.27,392.64,8787.86,45.89,370.83,2388.32,8130.42,8.7177,28.41,16.9422,4
2561,606.07,1510.77,1322.68,393.21,8781.04,45.95,370.38,2388.39,8128.1,8.7168,28.23,17.0023,4
2563,605.58,1513.73,1329.04,393.37,8782.08,46.0,371.11,2388.33,8132.6,8.7324,28.26,16.9154,4
2578,605.44,1514.76,1330.03,393.92,8789.36,45.98,370.47,2388.35,8128.77,8.7465,28.17,17.0347,4
2582,605.69,1522.27,1328.71,393.34,8785.2,46.25,370.32,2388.45,8125.1,8.7792,28.43,16.8485,4
2596,604.36,1497.22,1304.84,394.97,8788.8,45.29,372.29,2388.06,8139.13,8.6113,28.65,17.1626,2
2597,604.75,1503.71,1300.12,394.83,8779.62,45.17,371.96,2388.06,8141.81,8.6104,28.46,17.141,2
2599,604.79,1499.1,1307.9,395.29,8780.71,45.11,372.33,2388.09,8138.78,8.6696,28.57,17.1835,2
2607,604.45,1490.76,1302.85,394.99,8782.56,45.24,371.53,2388.07,8144.74,8.652000000000001,28.58,17.1821,2
2612,604.67,1493.84,1303.72,395.39,8780.67,45.14,371.68,2388.05,8138.29,8.6721,28.62,17.236,2
2625,604.5,1497.11,1309.34,395.01,8789.45,45.23,372.15,2388.05,8135.63,8.662,28.57,17.2417,2
2628,604.55,1499.72,1303.1,394.76,8794.55,45.2,372.01,2388.09,8141.57,8.6134,28.5,17.2315,2
2632,603.9,1502.62,1313.26,394.82,8789.05,45.51,372.36,2388.13,8142.23,8.6236,28.72,17.2169,2
2636,604.37,1501.18,1302.01,395.48,8785.26,45.38,371.59,2388.13,8139.29,8.652999999999999,28.74,17.2124,2
2641,604.96,1498.36,1301.05,395.67,8788.31,45.3,371.93,2388.04,8140.52,8.6065,28.62,17.1908,2
2655,604.35,1496.66,1301.51,394.49,8789.08,45.3,372.28,2388.07,8141.54,8.6238,28.62,17.1407,3
2656,604.23,1501.43,1303.69,394.73,8789.34,45.38,372.04,2388.02,8134.89,8.594,28.64,17.0277,3
2658,604.32,1501.85,1308.96,394.87,8791.53,45.28,371.64,2388.11,8139.2,8.6484,28.53,17.1874,3
2660,604.73,1500.25,1307.6,395.05,8785.8,45.44,372.0,2388.06,8140.19,8.6246,28.46,17.0944,3
2674,604.43,1502.16,1305.58,393.73,8789.68,45.19,371.79,2388.13,8135.97,8.6279,28.69,17.2647,3
2675,604.94,1496.34,1308.93,395.21,8789.22,45.49,372.36,2388.1,8136.98,8.6153,28.79,17.084,3
2678,604.42,1494.13,1303.18,394.96,8781.8,45.36,372.04,2388.11,8134.45,8.6517,28.6,17.2146,3
2684,604.92,1500.51,1311.48,394.38,8783.32,45.33,371.76,2388.08,8131.82,8.6322,28.5,17.2593,3
2695,604.35,1506.5,1304.46,395.08,8791.04,45.42,371.8,2388.14,8140.11,8.6858,28.61,17.2155,3
2698,604.34,1497.06,1306.22,394.3,8795.82,45.22,371.88,2388.09,8145.88,8.6531,28.6,17.1789,3
2704,604.68,1499.93,1313.94,394.63,8785.72,45.36,371.74,2388.11,8141.27,8.6711,28.71,17.1324,3
2714,604.95,1502.76,1313.17,394.47,8786.4,45.41,371.34,2388.14,8138.21,8.6619,28.71,17.1981,3
2719,605.03,1506.67,1303.64,393.93,8788.7,45.59,370.72,2388.21,8134.05,8.6829,28.57,17.1154,3
2736,604.57,1505.29,1304.92,394.51,8796.93,45.48,371.39,2388.17,8136.48,8.6547,28.57,17.1268,3
2745,605.54,1498.9,1316.07,393.45,8791.35,45.68,371.33,2388.22,8141.78,8.7055,28.58,17.0828,4
2750,605.03,1505.3,1317.91,394.05,8792.1,45.65,371.56,2388.2,8137.84,8.6681,28.48,17.0374,4
2765,605.6,1502.17,1318.42,393.3,8793.58,45.91,370.92,2388.28,8139.02,8.6877,28.5,16.9858,4
2781,605.97,1520.04,1329.95,394.25,8796.45,45.95,370.81,2388.28,8137.35,8.7296,28.32,17.0702,4
2782,605.18,1509.08,1325.8,392.99,8794.6,46.05,370.21,2388.34,8137.27,8.7972,28.29,16.9461,4
2796,604.85,1504.58,1304.31,394.2,8786.76,45.35,371.57,2388.17,8126.82,8.6441,28.63,17.299,3
2809,604.38,1493.73,1303.93,394.32,8778.58,45.6,371.91,2388.13,8131.76,8.6373,28.64,17.2267,3
2815,604.56,1495.41,1308.07,394.33,8777.64,45.46,371.24,2388.14,8134.28,8.5938,28.45,17.0957,3
2826,604.48,1504.43,1313.08,394.45,8780.2,45.34,371.58,2388.15,8134.89,8.6862,28.42,17.21,3
2837,605.2,1503.51,1306.22,394.4,8778.01,45.48,371.81,2388.14,8131.12,8.6766,28.53,17.1451,3
2866,605.24,1497.72,1309.58,394.29,8782.97,45.37,371.72,2388.18,8130.62,8.6847,28.41,17.1353,3
2868,604.4,1504.41,1315.45,394.12,8776.94,45.58,372.24,2388.19,8128.98,8.6793,28.57,17.1311,3
2873,604.82,1498.97,1320.8,393.98,8774.62,45.64,371.21,2388.19,8134.07,8.6921,28.54,17.0989,3
2879,605.12,1503.23,1311.21,394.03,8785.24,45.5,371.05,2388.14,8133.38,8.6539,28.48,16.9919,3
2880,604.59,1505.74,1312.17,394.54,8783.11,45.38,371.13,2388.2,8126.45,8.6884,28.55,16.9513,3
2889,605.46,1498.76,1314.01,394.03,8781.79,45.75,371.55,2388.26,8128.91,8.6665,28.7,17.1001,4
2895,605.62,1502.89,1322.97,394.42,8784.73,45.64,371.0,2388.26,8134.78,8.6713,28.51,17.0425,4
2905,604.76,1506.4,1317.61,393.99,8777.94,45.74,371.2,2388.22,8121.8,8.6773,28.33,17.0749,4
2908,605.25,1504.27,1318.85,394.32,8776.96,45.56,371.02,2388.2,8127.0,8.6687,28.38,17.1088,4
2943,604.25,1501.51,1301.54,395.34,8786.03,45.27,371.62,2388.05,8141.64,8.611,28.75,17.0862,2
2951,604.73,1505.99,1310.45,394.24,8781.61,45.15,372.11,2388.04,8136.54,8.6836,28.55,17.154,2
2955,604.62,1493.13,1302.24,395.09,8786.92,45.12,371.67,2388.12,8138.29,8.5751,28.74,17.2156,2
2958,604.39,1499.41,1302.8,395.21,8783.64,45.22,371.48,2388.02,8136.77,8.6069,28.58,17.1641,2
2961,605.09,1498.97,1301.93,394.42,8793.32,45.36,371.57,2388.06,8141.91,8.623,28.6,17.0804,2
2963,604.18,1503.93,1303.0,394.83,8784.59,45.21,371.64,2388.04,8141.76,8.6271,28.57,17.2864,2
2966,604.51,1486.26,1305.89,395.22,8789.9,45.16,372.49,2388.05,8143.11,8.6196,28.74,17.184,2
2967,604.79,1502.6,1304.42,395.21,8788.9,45.17,371.65,2388.04,8135.62,8.6779,28.68,17.1469,2
2969,604.3,1488.1,1303.06,395.38,8785.96,45.14,372.14,2388.03,8138.9,8.6182,28.82,17.1121,3
2981,604.53,1498.0,1303.66,394.6,8786.35,45.16,371.68,2388.05,8145.16,8.6523,28.63,17.0635,3
2982,604.75,1493.16,1307.77,395.34,8789.77,45.16,372.08,2388.05,8140.86,8.6508,28.65,17.1686,3
2985,604.47,1495.17,1306.23,394.64,8788.43,45.21,371.63,2388.06,8140.76,8.6628,28.67,17.122,3
2991,604.69,1502.03,1298.28,394.53,8783.98,45.29,371.36,2388.03,8140.59,8.6809,28.71,17.2168,3
2992,604.51,1501.29,1307.57,394.62,8786.75,45.18,372.1,2388.08,8141.71,8.6583,28.61,17.0472,3
2993,604.5,1499.82,1305.47,394.58,8788.79,45.15,372.18,2388.01,8141.96,8.6519,28.75,17.1382,3
